soc_code,area_code,area_name,year,period,employment,annual_mean_wage,annual_10pct_wage,annual_25pct_wage,annual_median_wage,annual_75pct_wage,annual_90pct_wage,hourly_mean_wage,hourly_10pct_wage,hourly_25pct_wage,hourly_median_wage,hourly_75pct_wage,hourly_90pct_wage,employment_pct,wage_pct,employment_per_1000,location_quotient,occupation_title,major_group,is_major_group,parent_soc,major_group_name,uber_category,log_wage,log_employment,job_complexity_raw,job_complexity,wage_range,task_complexity_raw,task_complexity
05-6140,001018,National,2024,A01,11892,99120,55846.15344619408,89112.50938075432,96315.86166333155,123840.59112686804,157839.59969017832,47.65384615384615,26.849112233747157,42.842552586901114,46.305702722755555,59.53874573407117,75.88442292797035,3.007002165528608,3.834589104537062,11.892,1.062860851897629,Occupation 05-6140,05,False,05-0000,Group 05,Other,11.504086516303024,9.383621184117988,107.94998993830717,52.99227201921685,2.8263289403137057,1.038978675334954,62.69698008733325
05-1600,001018,National,2024,A01,51878,84673,47921.22371867525,62077.90511497101,90626.47042188968,105296.7497360371,134365.1407697912,40.708173076923075,23.039049864747717,29.84514668988991,43.57041847206234,50.62343737309476,64.59862537009192,2.8443237049034584,3.426802647337481,51.878,1.335468270430906,Occupation 05-1600,05,False,05-0000,Group 05,Other,11.346552057684555,10.856650087186134,123.18554538632303,80.00357671517935,2.803875409329919,1.0310025349932626,61.39078893200225
04-8540,001018,National,2024,A01,79273,96139,53646.11104874054,76858.79779104928,93740.83809645225,120506.05889374523,158078.95841064717,46.22067307692308,25.791399542663722,36.95134509185061,45.06771062329435,57.935605237377516,75.99949923588807,4.099377660015905,3.937800460546903,79.273,0.6200152236640305,Occupation 04-8540,04,False,04-0000,Group 04,Other,11.47355033989604,11.280652870453801,129.42913857604444,91.07292030561368,2.94669930998397,1.0806856659689397,69.52701315443359
04-2510,001018,National,2024,A01,54759,33277,21034.055192857664,25271.630481420754,30946.766521496982,38628.92322370723,45811.92508698791,15.998557692307692,10.112526535027722,12.1498223468369,14.878253135335088,18.571597703705397,22.024963984128803,3.7115523637712857,0.5472181435849914,54.759,0.6670662005706953,Occupation 04-2510,04,False,04-0000,Group 04,Other,10.41262174664114,10.910697017730893,113.60896103783733,63.025131875006466,2.1779882512880273,0.7784016302299328,20.024281637008546
03-2410,001018,National,2024,A01,67020,38832,25377.550681006283,31463.07274108329,36185.9383187176,45160.67992965841,55619.455814689056,18.66923076923077,12.200745519714559,15.126477279366966,17.397085730152693,21.71186535079731,26.740122987831278,4.179779109906046,3.7730202669518476,67.02,1.785982753757474,Occupation 03-2410,03,False,03-0000,Group 03,Other,10.566999927966382,11.112746361291302,117.42838999927386,69.79664472164714,2.191679430131813,0.7846681130130485,21.050495323790795
08-1140,001018,National,2024,A01,95000,88360,59597.38059049443,77586.8343295375,92598.5139281192,105701.79706594486,118226.57747033045,42.48076923076923,28.652586822353094,37.301362658431486,44.51851631159577,50.81817166631964,56.83970070688964,0.1069755689697018,1.062023445318322,95.0,0.6981398691696581,Occupation 08-1140,08,False,08-0000,Group 08,Other,11.389174657534053,11.461632170582678,130.53853065117727,93.0397752372205,1.9837545928853653,0.6849913081099239,4.7271916482556335
02-3811,001018,National,2024,A01,99988,84854,47754.15652886937,67360.78856705221,88616.34024217076,109968.75151713655,130489.37157720559,40.79519230769231,22.958729100417965,32.38499450339049,42.604009731812866,52.86959207554642,62.73527479673346,2.031516214764354,2.174749191177263,99.988,1.6545318213598832,Occupation 02-3811,02,False,02-0000,Group 02,Other,11.348687411566544,11.512805457769652,130.65523037040506,93.24667361284918,2.7325238484386034,1.0052256687298677,57.16950980663313
08-1393,001018,National,2024,A01,97422,71640,39998.048002440526,56204.32933608077,68748.75548306924,83623.65951750544,97591.84843862402,34.44230769230769,19.2298307704041,27.021312180808064,33.052286289937136,40.20368246033915,46.919157903184626,3.1801831977613366,1.4536268567096984,97.422,1.9815129456517726,Occupation 08-1393,08,False,08-0000,Group 08,Other,11.179408856174648,11.48680733681517,128.41571567036343,89.27621030153028,2.4399152786823333,0.8919633168507903,38.62140559598596
09-9-10,001018,National,2024,A01,39325,113827,58135.120843206394,96932.72556355008,119262.53098036906,136444.05773703556,176311.18393919113,54.72451923076923,27.949577328464613,46.602271905552925,57.33775527902359,65.5981046812671,84.76499227845727,1.6293493846184248,4.691915558645599,39.325,0.8874974023111069,Occupation 09-9-10,09,False,09-0000,Group 09,Other,11.642435030881035,10.579615727926479,123.1724887640712,79.98042846809722,3.0327826171500023,1.109480553585916,74.24253042378858
05-1--5,001018,National,2024,A01,44047,114171,78375.82993510578,86071.23234702913,121551.3075883605,148109.82650610784,185655.50918242193,54.88990384615385,37.680687468800855,41.38040016684093,58.43812864825024,71.2066473587057,89.25745633770285,0.9427598804612397,0.6261116308787938,44.047,1.3398110167973716,Occupation 05-1--5,05,False,05-0000,Group 05,Other,11.645452603500368,10.693012524618325,124.52497054407853,82.37826014415029,2.3687852407578,0.8623772671027029,33.77632578963693
04-4120,001018,National,2024,A01,58331,114743,75050.42758667716,91464.39252126608,103531.43016763245,134570.84316830334,163019.89404619014,55.16490384615385,36.08193633974864,43.97326563522408,49.774726042130986,64.697520753992,78.37494906066833,4.194310046564709,0.7833636661178056,58.331,0.5118942744934034,Occupation 04-4120,04,False,04-0000,Group 04,Other,11.650450123883434,10.97388896343752,127.85074603356371,88.27456864457633,2.1721381115106286,0.775711987301776,19.58381950203413
05-2510,001018,National,2024,A01,5383,105220,57451.125481503776,93993.32243896666,105490.4600556229,124219.58384877088,156196.14736614635,50.58653846153846,27.620733404569123,45.18909732642628,50.71656733443409,59.72095377344754,75.0943016183396,2.7601020442645545,3.7342991921334656,5.383,1.7410557985367991,Occupation 05-2510,05,False,05-0000,Group 05,Other,11.563808675284799,8.591001118560957,99.34469326419661,37.73583511039224,2.7187656648507827,1.0001779776224542,56.34288825825295
03-3620,001018,National,2024,A01,53223,37696,23235.801655358184,33427.19669861427,41088.91285673085,42845.339623343934,55151.03297815632,18.123076923076923,11.171058488152973,16.070767643564555,19.75428502727445,20.598720972761505,26.514919701036693,2.5099577737343615,3.6460526549578494,53.223,0.9051833576459205,Occupation 03-3620,03,False,03-0000,Group 03,Other,10.537309267011258,10.882245912728758,114.66959070209212,64.90553532524585,2.373536914980442,0.8643812118608794,34.10449640935636
05-4--5,001018,National,2024,A01,52450,77079,43513.460747684876,62508.89803766323,77976.71114372408,97706.10886151696,111107.48843052916,37.05721153846154,20.919933051771576,30.05235482579963,37.48880343448273,46.97409079880623,53.417061745446716,0.7973676404382353,1.7829003983386684,52.45,0.8991174502421408,Occupation 05-4--5,05,False,05-0000,Group 05,Other,11.252586148910154,10.867615613824443,122.28878092780064,78.41369191496273,2.5534050043684613,0.9374277642864496,46.066768463043594
04-4500,001018,National,2024,A01,79843,94848,65140.56753039292,70124.35369878568,85614.78169808125,118133.33929623876,134192.22805717608,45.6,31.31758054345813,33.71363158595465,41.16095273946214,56.794874661653246,64.51549425825773,3.6545054701108706,2.174579301181491,79.843,1.5315060884501985,Occupation 04-4500,04,False,04-0000,Group 04,Other,11.460030889215703,11.287817485429718,129.3587370548537,90.94810457792781,2.0600408185661787,0.7227257974431293,10.906678731793205
04-8310,001018,National,2024,A01,33285,116319,69281.1356419948,84056.20888484908,111296.73166873789,148365.7227740829,162576.26202235217,55.92259615384615,33.30823828942058,40.411638886946676,53.5080440715086,71.32967441061679,78.16166443382316,3.2102876841591876,4.741490010534408,33.285,1.9042585320657117,Occupation 04-8310,04,False,04-0000,Group 04,Other,11.664091695756527,10.412862124034804,121.45657863001203,76.9382701680532,2.3466165864031603,0.852974540252738,32.236513534426145
03-3630,001018,National,2024,A01,97523,104079,66301.66498200856,93349.81891760936,104013.98647527308,133911.00854015193,136736.8041800475,50.03798076923077,31.8758004721195,44.879720633466036,50.00672426695821,64.38029256738074,65.73884816348438,4.5991635873644565,3.268945426257025,97.523,0.5660196636410957,Occupation 03-3630,03,False,03-0000,Group 03,Other,11.552905505146379,11.487843526602411,132.7179707207452,96.90373149313473,2.062343445178217,0.7238429309776037,11.089623098309291
05-4170,001018,National,2024,A01,4818,28041,14498.538493039154,20623.763192906736,29284.583963803998,32365.894603470842,39079.65124389499,13.48125,6.970451198576516,9.915270765820546,14.079126905674999,15.560526251668675,18.788293867257206,4.674873355429775,4.365625146570812,4.818,1.9831602786753515,Occupation 05-4170,05,False,05-0000,Group 05,Other,10.241423003850693,8.480114183174816,86.84843647084709,15.581066880520236,2.6954200426930885,0.9915540522134885,54.93061432488875
05-2590,001018,National,2024,A01,85079,91932,52446.87474691399,82020.42425900117,99482.54869304501,112839.01904934869,158390.43325922688,44.198076923076925,25.214843628324036,39.432896278365945,47.8281484101178,54.24952838910995,76.1492467592437,4.778076450403105,4.340861963288305,85.079,1.4571146093366827,Occupation 05-2590,05,False,05-0000,Group 05,Other,11.42880445230482,11.35133551560147,129.7321938803119,91.61021080291303,3.0200166172636753,1.1052623337768306,73.5517450100629
03-3272,001018,National,2024,A01,88953,94152,48556.634369828185,71531.29849046809,90504.15433952498,117829.06112572119,145237.88664159045,45.26538461538462,23.34453575472509,34.39004735118658,43.51161266323316,56.648587079673646,69.82590703922618,3.3924953630534302,2.292496805099117,88.953,1.4334612536356763,Occupation 03-3272,03,False,03-0000,Group 03,Other,11.452665776557499,11.395863419338061,130.51301497697654,92.99453818283737,2.9911028333511815,1.0956421599833073,71.9763231413972
04-8620,001018,National,2024,A01,13743,119974,82943.39798384576,94786.23482255844,117395.41850694681,151657.84323551448,198906.1693707806,57.67980769230769,39.87663364607969,45.5703052031531,56.44010505141674,72.91242463245888,95.62796604364452,1.5072688438350637,1.9263279161140558,13.743,0.9874634819581698,Occupation 04-8620,04,False,04-0000,Group 04,Other,11.695030331621902,9.528284882554852,111.43358070981343,59.168373185088875,2.398095257798819,0.8746747796690696,35.79019483639868
05-6--5,001018,National,2024,A01,56627,45182,25764.223586645516,38304.110053079785,47370.83252063336,53427.00849766427,74674.84013429501,21.722115384615385,12.386645955118036,18.415437525519128,22.77443871184296,25.686061777723207,35.90136544918029,2.384383004467586,3.9270910419716687,56.627,1.1131288591747954,Occupation 05-6--5,05,False,05-0000,Group 05,Other,10.718454056417167,10.944241182249895,117.3053462942942,69.57849901521287,2.898392799734961,1.0641563763750268,66.82013853255408
05-1800,001018,National,2024,A01,48960,72783,37971.75721263196,65460.08471521186,66184.51155041262,84737.49135543335,113060.57716050217,34.99182692307692,18.255652506073055,31.471194574621087,31.81947670692914,40.73917853626603,54.35604671177989,4.398491453738614,1.2309846181552149,48.96,0.8611351306176871,Occupation 05-1800,05,False,05-0000,Group 05,Other,11.195237690432041,10.798758917186207,120.89467283957212,75.94206044220599,2.977491310907535,1.0910811039920223,71.22939408303479
04-5930,001018,National,2024,A01,56382,72527,38291.199205436234,59299.31295314101,73113.47145239853,88609.96738483352,128457.32762132226,34.86875,18.40923038722896,28.509285073625485,35.15070742903776,42.60094585809304,61.758330587174164,3.9944385962647018,4.632112937991959,56.382,0.9592886104776988,Occupation 04-5930,04,False,04-0000,Group 04,Other,11.191714185307065,10.93990523761112,122.43629263368743,78.67521724283962,3.354748095825765,1.2103766843933632,90.76551372423796
04-8690,001018,National,2024,A01,5324,108850,72852.62313831915,92001.95311399041,110750.87193631785,140757.53898956534,162266.52788760918,52.33173076923077,35.02529958573036,44.231708227880006,53.24561150784512,67.67189374498334,78.0127537921198,1.5458695501585882,4.6503713220611385,5.324,1.7447060687568996,Occupation 04-8690,04,False,04-0000,Group 04,Other,11.597726066662693,8.579980179515003,99.5082597794104,38.025824208300165,2.2273258106235567,0.80080167780949,23.692565139302932
07-2250,001018,National,2024,A01,31188,38656,22827.066224673206,32111.16397076698,39949.70744790324,42698.12239859634,58668.62954763017,18.584615384615386,10.974551069554426,15.438059601330279,19.20659011918425,20.527943460863625,28.20607189789912,3.674922891208338,1.832913403372419,31.188,0.7519056173589086,Occupation 07-2250,07,False,07-0000,Group 07,Other,10.562457281294487,10.34778868442949,109.29807593514897,55.38231035692619,2.570134461002996,0.9439582169949321,47.136210474180324
03-1610,001018,National,2024,A01,16802,108009,66954.79016670078,85546.67763219528,109286.40412596428,132965.5119986015,177382.86412564202,51.927403846153844,32.18980296475999,41.128210400093884,52.54154044517514,63.925726922404564,85.2802231373279,1.3815025563994803,1.4703759011664865,16.802,1.0759832553735922,Occupation 03-1610,03,False,03-0000,Group 03,Other,11.589969835967661,9.729253205924792,112.76175118316,61.52310304486679,2.649293107841915,0.9742928526557845,52.10388043771955
05-3100,001018,National,2024,A01,47365,33726,22687.394752110482,28584.989582850973,36084.10871801043,41608.28390635173,45255.44367491988,16.214423076923076,10.90740132313004,13.742783453293736,17.34812919135117,20.003982647284488,21.75742484371148,3.2838365336056885,2.2209111917376934,47.365,1.280557050810122,Occupation 05-3100,05,False,05-0000,Group 05,Other,10.42602433223013,10.765638838309634,112.24281248021795,60.603070199886346,1.9947395533685073,0.690513492129503,5.63151725130223
03-3420,001018,National,2024,A01,23290,38487,19341.342578576074,28588.896205831257,41833.75897146116,47171.99538081032,55733.786045682275,18.503365384615385,9.29872239354619,13.744661637418874,20.112384120894788,22.678843933081883,26.795089445039554,4.367792295395707,3.428299968000391,23.29,0.8870100212879378,Occupation 03-3420,03,False,03-0000,Group 03,Other,10.55807580091745,10.055779362878386,106.16968075057139,49.83593984038478,2.8815882775075403,1.058341627381426,65.86790181397339
04-5911,001018,National,2024,A01,3470,62775,39963.22864125037,47753.882630102766,59823.87392494801,77603.88328955126,108396.19486958659,30.18028846153846,19.213090692908832,22.958597418318636,28.7614778485327,37.30955927382272,52.11355522576278,3.5079203317916954,2.899837153556066,3.47,1.4388176095575564,Occupation 04-5911,04,False,04-0000,Group 04,Other,11.047312184025786,8.151909872940905,90.05669326242017,21.26902502787857,2.712398336046832,0.9978332383657897,55.95890834473465
04-9210,001018,National,2024,A01,15146,110009,58471.539756668164,91080.49608775118,111565.05843401053,126789.39380203534,178769.48496673387,52.88894230769231,28.111317190705847,43.78870004218807,53.63704732404352,60.956439327901606,85.94686777246821,2.504728610317033,3.4863944850910107,15.146,1.041867539058991,Occupation 04-9210,04,False,04-0000,Group 04,Other,11.608317459609447,9.625491749673769,111.7357639350647,59.70411756271402,3.0573760450073797,1.1175570464678786,75.56515554277892
07-2120,001018,National,2024,A01,7375,50658,30744.798947412222,42099.59305101006,51977.763461628754,64783.0962019068,76716.0530063243,24.35480769230769,14.78115334010203,20.24018896683176,24.989309356552287,31.14571932783981,36.88271779150207,1.3490513305670855,0.7218555768362829,7.375,1.845394055868632,Occupation 07-2120,07,False,07-0000,Group 07,Other,10.832852443897554,8.905851181208021,96.47577173333723,32.64948864384828,2.495253038978857,0.9143901424893804,42.29407433504492
03-1410,001018,National,2024,A01,47604,117912,79439.53206819204,96075.3849686976,108361.66778616876,141574.80936312405,172572.96762398747,56.68846153846154,38.19208272509233,46.190088927258465,52.09695566642729,68.06481219380964,82.96777289614782,4.368064155736717,1.932911544488141,47.604,1.2376375887210245,Occupation 03-1410,03,False,03-0000,Group 03,Other,11.677693862516595,10.77067207030233,125.77661113054843,84.59730922091859,2.1723814721850117,0.775824018411292,19.602165975153063
04-8530,001018,National,2024,A01,14477,39234,22740.16469842034,33049.6788225712,36195.34500220396,48858.80264048428,63324.15372223524,18.8625,10.932771489625164,15.889268664697692,17.40160817413652,23.48980896177129,30.44430467415156,2.3498610058341813,3.0171671241293065,14.477,0.7842728685000669,Occupation 04-8530,04,False,04-0000,Group 04,Other,10.577298996789331,9.580316462154043,101.33387170406627,41.262474169748366,2.784683161359605,1.0241341007887579,60.265998290844294
05-6150,001018,National,2024,A01,3099,103049,52028.65472887482,86153.42162954567,109609.0951968956,133081.45437331463,146497.32432584782,49.542788461538464,25.01377631195905,41.41991424497388,52.69668038312289,63.98146844870895,70.43140592588837,2.9335954429752067,3.990911879296395,3.099,0.9807724265517247,Occupation 05-6150,05,False,05-0000,Group 05,Other,11.54295988224435,8.038834757787749,92.79194710913546,26.118390403924124,2.8157046360175224,1.03521254501682,62.08022989229752
05-4192,001018,National,2024,A01,48481,73985,48181.99626082979,58018.04531419121,71735.14310879647,84972.52950931436,124307.27883203133,35.56971153846154,23.16442127924509,27.89329101643808,34.48804957153676,40.85217764870883,59.76311482309198,4.412198081489893,4.739683423473408,48.481,1.7057730859807174,Occupation 05-4192,05,False,05-0000,Group 05,Other,11.211617648936635,10.788927247593167,120.9613271422089,76.06023267976975,2.5799528554006517,0.9477711256660483,47.760621200288575
04-8200,001018,National,2024,A01,73745,110948,70185.68352506935,98880.05580857233,113400.35702999229,127806.40595577477,183313.50883563343,53.340384615384615,33.74311707936027,47.53848836950593,54.51940241826552,61.44538747873787,88.13149463251607,4.795650927010424,1.5310442363208852,73.745,1.0399613641073748,Occupation 04-8200,04,False,04-0000,Group 04,Other,11.616816902060368,11.208368475293602,130.2055643483113,92.4494551605493,2.611836198334613,0.9600534982435485,49.77201088752279
04-5611,001018,National,2024,A01,94129,25218,13741.982528613293,22374.492750602345,26569.683930551768,29846.08356693417,38815.751490952425,12.124038461538461,6.606722369525621,10.75696766855882,12.773886505072966,14.34907863794912,18.66141898603482,2.9015747978756363,3.3795365840646037,94.129,1.794201538521599,Occupation 04-5611,04,False,04-0000,Group 04,Other,10.135313304233172,11.452421460879183,116.07387959813428,67.39521647809752,2.824610743765029,1.0383705652868263,62.59739458202558
06-2132,001018,National,2024,A01,43592,76516,45561.40398439275,61477.28038698463,70076.43787021458,85102.81964560974,102230.12376460583,36.78653846153846,21.90452114634267,29.55638480143492,33.690595129910854,40.914817137312376,49.1490979637528,3.747174055513496,4.804958342106995,43.592,0.9095251621701275,Occupation 06-2132,06,False,06-0000,Group 06,Other,11.245255148272545,10.682628926262934,120.12888793014346,74.58439090460857,2.2437878297083467,0.8081654331494693,24.898470713058522
04-5500,001018,National,2024,A01,15961,32752,17229.169575478918,28190.396900806834,30599.750247446795,36973.940657863845,57241.489723528335,15.746153846153845,8.283254603595633,13.55307543308021,14.711418388195574,17.775933008588385,27.519946982465544,2.8328808135353953,3.7995731177793473,15.961,0.8670740439002427,Occupation 04-5500,04,False,04-0000,Group 04,Other,10.396719307901071,9.677903525682558,100.6184464454677,39.99408787998494,3.3223591811990856,1.2006751273207825,89.17676434191998
06-2322,001018,National,2024,A01,56452,56198,38188.02194594539,47539.65672372191,56158.43980016891,64615.834776195676,98167.09320487773,27.01826923076923,18.359625935550667,22.855604194097072,26.99924990392736,31.065305180863305,47.195717886960445,0.3550801692229325,4.829294881274961,56.452,1.3178618112209854,Occupation 06-2322,06,False,06-0000,Group 06,Other,10.93663644805993,10.941145998533898,119.65933611111089,73.75191667695682,2.5706252432721413,0.9441491546379532,47.16747886338235
03-3150,001018,National,2024,A01,61380,43467,28142.9781195086,31625.703927316375,43688.13478589554,51580.902033927836,76462.08852115065,20.897596153846155,13.530277942071443,15.204665349671334,21.003910954757472,24.798510593234536,36.76061948132243,3.1666393047209165,0.8222820816067424,61.38,1.2547643958853787,Occupation 03-3150,03,False,03-0000,Group 03,Other,10.679757308488831,11.024839328173726,117.74260838997846,70.35372639296239,2.7169153241869397,0.999497164771573,56.231396774131426
09-9920,001018,National,2024,A01,11703,52297,31466.725870513703,39485.865808559756,51921.003155646096,58886.574480864,81303.15014119504,25.142788461538462,15.128233591593126,18.983589331038345,24.962020747906777,28.3108531158,39.08805295249762,1.651779707881392,3.109358781371173,11.703,1.4295943364216652,Occupation 09-9920,09,False,09-0000,Group 09,Other,10.864694287031115,9.367600498174767,101.77611561570922,42.04653387062901,2.583781689768404,0.9492540969675197,48.00347600406714
05-2420,001018,National,2024,A01,26905,33423,22533.167744002978,23968.494469429723,36171.758967728136,40074.04030773765,45618.99606124301,16.06875,10.833253723078355,11.52331464876429,17.390268734484682,19.266365532566176,21.93220964482837,0.6615586166728911,4.415247256174991,26.905,0.6226028210655858,Occupation 05-2420,05,False,05-0000,Group 05,Other,10.416999564727426,10.20006742192352,106.25409789436772,49.98560403874142,2.0245265370371257,0.705335864350392,8.058863143744688
04-8720,001018,National,2024,A01,76771,40630,22630.692027950026,32068.661093573217,38118.73609035073,46281.62741481148,66113.9990797696,19.533653846153847,10.880140398052898,15.417625525756355,18.326315428053235,22.25078241096706,31.78557648065846,4.081946097435918,1.8413337864194868,76.771,0.6099463577523461,Occupation 04-8720,04,False,04-0000,Group 04,Other,10.612261988981773,11.248582243658692,119.37290177431444,73.2440936984646,2.92143072770888,1.0720734715242841,68.11666031086585
03-2620,001018,National,2024,A01,23594,44325,29248.22201641697,33116.80454365958,46113.443205030075,51812.97026277986,66582.1468250775,21.310096153846153,14.061645200200466,15.921540645990182,22.16992461780292,24.910081857105702,32.010647512056494,0.9855093882089472,3.111922115926589,23.594,1.0142438044863136,Occupation 03-2620,03,False,03-0000,Group 03,Other,10.699304130942409,10.068747721401788,107.72859408901111,52.59975657964775,2.2764510877859543,0.8226176898539737,27.26520563412358
03-1200,001018,National,2024,A01,18124,49430,32468.788847835847,34672.54487775333,46208.92081113369,63166.5528950323,87575.97610206755,23.764423076923077,15.609994638382618,16.6694927296891,22.215827313045043,30.368535045688606,42.103834664455555,3.8127962481305224,4.588936075426838,18.124,1.135067967142184,Occupation 03-1200,03,False,03-0000,Group 03,Other,10.808312806301005,9.804992305787028,105.97542390432076,49.49153947498584,2.6972356903267976,0.9922274301527471,55.04088825071941
04-2310,001018,National,2024,A01,68081,100868,58427.359706785785,90217.22701584769,107369.0981459671,120828.65871204526,143801.96892162997,48.49423076923077,28.09007678210855,43.373666834542156,51.619758724022645,58.09070130386792,69.13556198155287,1.6740000426472672,4.742420598680201,68.081,0.9067183633747313,Occupation 04-2310,04,False,04-0000,Group 04,Other,11.52156801035157,11.128453451741024,128.2172332942659,88.92431844200198,2.461209434129688,0.9006528690190945,40.04442671895925
03-3590,001018,National,2024,A01,11195,30814,15889.968291703726,22724.748501021582,32982.25370703931,34218.672666911334,49560.31662053015,14.814423076923077,7.639407832549868,10.925359856260377,15.856852743768899,16.451284936015064,23.827075298331806,0.42700175488948233,0.955076118667165,11.195,1.140850781964657,Occupation 03-3590,03,False,03-0000,Group 03,Other,10.33572441114172,9.323222529032856,96.36225868383134,32.44823995438416,3.1189688809137506,1.1375024603119464,78.83146255801047
03-1120,001018,National,2024,A01,64527,34286,20408.739436311975,29880.166916255315,33758.514484759784,39349.22998591713,46211.28168380166,16.483653846153846,9.811893959765372,14.365464863584286,16.230055040749896,18.91789903169093,22.216962347981568,4.77807456024445,2.3047283166872896,64.527,0.9592671274884862,Occupation 03-1120,03,False,03-0000,Group 03,Other,10.442492386567427,11.074839019844543,115.6489221471865,66.64180415719227,2.264288876243912,0.8172607477154168,26.387940422975205
