occupation_code,soc_code,occupation_title,employment,major_group,major_group_name,is_major_group,uber_category,annual_mean_wage,annual_10pct_wage,annual_90pct_wage,annual_median_wage,avg_task_importance,avg_skill_level,wage_range,complexity_raw,job_complexity_index,task_complexity_raw,task_complexity_index,job_price_index
11-3021,11-3021,U.S.,0.6,11,Management,False,Management & Business,98790,55484.066113709865,176686.5156553689,98580.6855156985,3.84,3.082857142857143,121202.44954165902,1434815.3752369382,2.2086770060907397,11.83817142857143,1.2181487989267346,1.3114297092791716
11-3030,11-3030,U.S.,0.7,11,Management,False,Management & Business,53162,32978.74556518419,76839.90403888671,56318.86364083174,3.8577014355949912,2.8880283533260633,43861.158473702526,488663.79505840037,0.7522225552373218,11.141151124664994,1.1464253531940658,0.7057214921014204
11-3031,11-3031,U.S.,0.7,11,Management,False,Management & Business,37851,24556.032635681426,65177.01239546585,41374.079628318505,3.904705882352941,2.664285714285714,40620.97975978442,422590.29302417,0.650512588105979,10.403252100840335,1.0704954838705154,0.5024691358024691
11-3031,11-3031,U.S.,0.7,11,Management,False,Management & Business,37851,24556.032635681426,65177.01239546585,41374.079628318505,3.904705882352941,2.8240000000000003,40620.97975978442,447923.0516086753,0.6895084633608041,11.026889411764706,1.1346678136810913,0.5024691358024691
11-3031,11-3031,U.S.,0.7,11,Management,False,Management & Business,37851,24556.032635681426,65177.01239546585,41374.079628318505,3.904705882352941,2.5357142857142856,40620.97975978442,402197.1957736739,0.6191205597255297,9.901218487394956,1.0188361843807854,0.5024691358024691
11-3031,11-3031,U.S.,0.7,11,Management,False,Management & Business,37851,24556.032635681426,65177.01239546585,41374.079628318505,4.113181818181818,2.664285714285714,40620.97975978442,445152.78798917495,0.6852440697232675,10.958691558441558,1.1276502490499123,0.5024691358024691
11-3031,11-3031,U.S.,0.7,11,Management,False,Management & Business,37851,24556.032635681426,65177.01239546585,41374.079628318505,4.113181818181818,2.8240000000000003,40620.97975978442,471838.08648632775,0.7263219715972952,11.615625454545455,1.1952488001725827,0.5024691358024691
11-3031,11-3031,U.S.,0.7,11,Management,False,Management & Business,37851,24556.032635681426,65177.01239546585,41374.079628318505,4.113181818181818,2.5357142857142856,40620.97975978442,423670.88401114504,0.6521759912915817,10.429853896103896,1.0732328107579596,0.5024691358024691
11-3031,11-3031,U.S.,0.7,11,Management,False,Management & Business,37851,24556.032635681426,65177.01239546585,41374.079628318505,4.047,2.664285714285714,40620.97975978442,437990.20141262235,0.6742183722371686,10.782364285714284,1.1095061584032477,0.5024691358024691
11-3031,11-3031,U.S.,0.7,11,Management,False,Management & Business,37851,24556.032635681426,65177.01239546585,41374.079628318505,4.047,2.8240000000000003,40620.97975978442,464246.12876808154,0.7146353234522441,11.428728,1.1760170369606116,0.5024691358024691
11-3031,11-3031,U.S.,0.7,11,Management,False,Management & Business,37851,24556.032635681426,65177.01239546585,41374.079628318505,4.047,2.5357142857142856,40620.97975978442,416853.9450441848,0.6416823649978415,10.262035714285712,1.0559643062551016,0.5024691358024691
11-3050,11-3050,U.S.,0.6,11,Management,False,Management & Business,93836,61670.02694479172,165223.4981522205,93400.85639962602,3.8577014355949912,2.8880283533260633,103553.47120742878,1153704.8722056092,1.775950736961258,11.141151124664994,1.1464253531940658,1.24566573742201
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.6976923076923076,3.2714285714285714,56877.45948256378,688031.6267119193,1.0591185873868112,12.096736263736263,1.2447551414097089,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.6976923076923076,3.1845714285714286,56877.45948256378,669764.2367974719,1.0309987576430915,11.775565274725274,1.2117066206246825,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.6976923076923076,3.2254285714285715,56877.45948256378,678357.1208690705,1.0442261775554333,11.926642417582418,1.2272524708623758,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.6976923076923076,2.9894285714285713,56877.45948256378,628722.6995883678,0.9678216401596685,11.053987032967033,1.1374561610977978,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.6976923076923076,3.182,56877.45948256378,669223.4259118468,1.0301662626835735,11.766056923076922,1.2107282104698627,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.6976923076923076,3.2614285714285716,56877.45948256378,685928.4732678217,1.0558811069886853,12.05975934065934,1.2409502130298538,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.8985185185185185,3.2714285714285714,56877.45948256378,725399.4694157873,1.1166406187029445,12.753724867724868,1.312359321978147,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.8985185185185185,3.1845714285714286,56877.45948256378,706139.9551186345,1.0869935664683859,12.415110687830689,1.2775158954382908,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.8985185185185185,3.2254285714285715,56877.45948256378,715199.5292781504,1.100939383802405,12.574393015873016,1.2939060598961836,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.8985185185185185,2.9894285714285713,56877.45948256378,662869.401615492,1.0203852221387693,11.654342645502645,1.199232802258284,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.8985185185185185,3.182,56877.45948256378,705569.7721295741,1.086115857685126,12.405085925925926,1.2764843466262554,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.8985185185185185,3.2614285714285716,56877.45948256378,723182.0911249967,1.1132273067680447,12.714739682539683,1.3083477432646768,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.9629411764705886,3.2714285714285714,56877.45948256378,737386.6285570873,1.1350930016510765,12.96447899159664,1.3340459383962568,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.9629411764705886,3.1845714285714286,56877.45948256378,717808.8525674493,1.1049560346203404,12.62026924369748,1.2986267274554306,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.9629411764705886,3.2254285714285715,56877.45948256378,727018.1353520487,1.1191323052959825,12.782183697478994,1.3152877378650958,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.9629411764705886,2.9894285714285713,56877.45948256378,673823.2571696772,1.037246993561154,11.846929579831933,1.2190500134008764,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.9629411764705886,3.182,56877.45948256378,717229.2473572298,1.1040638217806147,12.610078823529413,1.2975781323946824,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.9629411764705886,3.2614285714285716,56877.45948256378,735132.6082951224,1.131623285052143,12.924849579831935,1.32996806871557,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,4.057142857142857,3.2714285714285714,56877.45948256378,754914.7867159221,1.1620748981045816,13.272653061224489,1.3657570751239694,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,4.057142857142857,3.1845714285714286,56877.45948256378,734871.6343000582,1.1312215558317613,12.920261224489796,1.3294959265791935,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,4.057142857142857,3.2254285714285715,56877.45948256378,744299.8277062047,1.145734805650884,13.086024489795918,1.3465529800065057,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,4.057142857142857,2.9894285714285713,56877.45948256378,689840.4727867853,1.0619030269753917,12.128538775510203,1.2480276224473443,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,4.057142857142857,3.182,56877.45948256378,734278.2514982729,1.1303081345144739,12.909828571428571,1.3284224057341179,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,4.057142857142857,3.2614285714285716,56877.45948256378,752607.1869312009,1.1585227040929083,13.232081632653061,1.3615822718375645,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.856842105263158,3.2714285714285714,56877.45948256378,717644.7164451435,1.1047033723716202,12.617383458646616,1.2983297799399396,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.856842105263158,3.1845714285714286,56877.45948256378,698591.0925325387,1.0753732566335439,12.282389172932332,1.2638588408044165,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.856842105263158,3.2254285714285715,56877.45948256378,707553.8169387969,1.0891699887077049,12.439968721804512,1.2800737891477711,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.856842105263158,2.9894285714285713,56877.45948256378,655783.1151236276,1.0094769768667478,11.529753984962406,1.1864126189966453,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.856842105263158,3.182,56877.45948256378,698027.0049824946,1.0745049308386667,12.27247157894737,1.2628383195800095,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.856842105263158,3.2614285714285716,56877.45948256378,715451.042639416,1.1013265498359863,12.578815037593985,1.294361086289468,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.967777777777778,3.2714285714285714,56877.45948256378,738286.5776032044,1.136478334425674,12.980301587301588,1.335674084775973,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.967777777777778,3.1845714285714286,56877.45948256378,718684.9077698967,1.106304586507298,12.635671746031747,1.3002116461932747,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.967777777777778,3.2254285714285715,56877.45948256378,727905.4300928013,1.1204981587189027,12.79778380952381,1.3168929906581623,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.967777777777778,2.9894285714285713,56877.45948256378,674645.6298220374,1.0385129094406838,11.861388253968254,1.2205378121406991,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.967777777777778,3.182,56877.45948256378,718104.5951761474,1.1054112847597146,12.62546888888889,1.299161771366813,0.6921545201115094
11-3051,11-3051,U.S.,0.6,11,Management,False,Management & Business,52140,35568.29797817491,92445.75746073869,49771.27994966015,3.967777777777778,3.2614285714285716,56877.45948256378,736029.8064052907,1.1330043831850716,12.94062380952381,1.3315912382286228,0.6921545201115094
11-3060,11-3060,U.S.,0.8,11,Management,False,Management & Business,100797,59717.65841234134,144733.82648456498,92054.86850925593,3.8577014355949912,2.8880283533260633,85016.16807222363,947177.9765325624,1.458034429758993,11.141151124664994,1.1464253531940658,1.3380724810832338
11-3061,11-3061,U.S.,0.8,11,Management,False,Management & Business,80005,47648.428943986604,143344.077679506,73329.24346233565,4.051666666666667,2.8182857142857145,95695.64873551941,1092725.0991229212,1.6820817800425862,11.418754285714288,1.1749907409527114,1.062060268153458
11-3070,11-3070,U.S.,0.8,11,Management,False,Management & Business,61733,41422.826244097574,101693.52957087061,66029.54226292943,3.8577014355949912,2.8880283533260633,60270.70332677304,671485.0141534276,1.033647629020061,11.141151124664994,1.1464253531940658,0.8195008628700385
11-3071,11-3071,U.S.,0.8,11,Management,False,Management & Business,72642,36630.79359376121,113997.7224822022,70486.69846217691,3.914615384615385,2.641714285714286,77366.92888844098,800074.2646359014,1.2315909502812945,10.341295384615385,1.0641201327522916,0.9643170051772202
11-3071,11-3071,U.S.,0.8,11,Management,False,Management & Business,72642,36630.79359376121,113997.7224822022,70486.69846217691,3.914615384615385,2.725714285714286,77366.92888844098,825514.6533232208,1.270752505481673,10.670123076923078,1.0979565289267643,0.9643170051772202
11-3071,11-3071,U.S.,0.8,11,Management,False,Management & Business,72642,36630.79359376121,113997.7224822022,70486.69846217691,3.627666666666667,2.641714285714286,77366.92888844098,741427.3065200936,1.1413130022587754,9.583258857142859,0.9861181126721784,0.9643170051772202
11-3071,11-3071,U.S.,0.8,11,Management,False,Management & Business,72642,36630.79359376121,113997.7224822022,70486.69846217691,3.627666666666667,2.725714285714286,77366.92888844098,765002.866558695,1.177603941331248,9.887982857142859,1.0174742369557195,0.9643170051772202
11-3110,11-3110,U.S.,2.1,11,Management,False,Management & Business,79641,43470.634949806605,121767.90685309585,78603.68547411318,3.8577014355949912,2.8880283533260633,78297.27190328925,872321.7389235317,1.3428047956032894,11.141151124664994,1.1464253531940658,1.0572281959378733
11-3111,11-3111,U.S.,2.1,11,Management,False,Management & Business,40646,25799.25671212224,54799.23181327634,39123.027635777806,3.875,2.520857142857143,28999.9751011541,283281.0782086415,0.43606753488872946,9.76832142857143,1.0051610662627914,0.5395725474578521
11-3120,11-3120,U.S.,0.6,11,Management,False,Management & Business,30669,21459.681310215485,52894.4771292378,32036.587909525104,3.8577014355949912,2.8880283533260633,31434.795819022314,350219.8107927149,0.5391093910236243,11.141151124664994,1.1464253531940658,0.40712863401035443
11-3121,11-3121,U.S.,0.6,11,Management,False,Management & Business,109961,64687.00734435722,167923.6878070004,110487.54933542544,3.9057692307692307,2.7462857142857144,103236.68046264317,1107353.6183322347,1.704600129489066,10.726358241758241,1.1037431319435165,1.459723881587681
11-3130,11-3130,U.S.,1.7,11,Management,False,Management & Business,93744,59805.205007249344,149915.72439661052,100969.21929349353,3.8577014355949912,2.8880283533260633,90110.51938936117,1003934.9144389279,1.5454029831306826,11.141151124664994,1.1464253531940658,1.2444444444444445
11-3131,11-3131,U.S.,1.7,11,Management,False,Management & Business,109870,73750.03580871841,194642.53718979153,103150.85055934993,3.9616666666666664,2.79,120892.50138107312,1336230.8623900702,2.056921351363679,11.053049999999999,1.1373597403295874,1.4585158635337847
11-9000,11-9000,U.S.,0.3,11,Management,False,Management & Business,85859,50485.92810931261,141144.36887054928,91717.50923376982,3.8577014355949912,2.8880283533260633,90658.44076123668,1010039.3892474266,1.5547998807221688,11.141151124664994,1.1464253531940658,1.13977167131289
11-9010,11-9010,U.S.,4.2,11,Management,False,Management & Business,119159,78781.31821948495,185106.13223758197,116354.71420247808,3.8577014355949912,2.8880283533260633,106324.81401809702,1184580.8212775178,1.8234794991513703,11.141151124664994,1.1464253531940658,1.5818266294968804
11-9013,11-9013,U.S.,4.2,11,Management,False,Management & Business,32236,22358.277968108756,45922.658833242735,34361.03259244343,3.8590000000000004,3.0740000000000003,23564.38086513398,279534.023261789,0.4302995216345468,11.862566000000003,1.2206590023027668,0.42793043939997344
11-9020,11-9020,U.S.,1.0,11,Management,False,Management & Business,96232,55731.34360703644,165412.29836401902,95099.51436174275,3.8577014355949912,2.8880283533260633,109680.95475698258,1221972.0924450867,1.881037594974448,11.141151124664994,1.1464253531940658,1.2774724545333864
11-9021,11-9021,U.S.,1.0,11,Management,False,Management & Business,71289,43581.156650523146,106886.46630553306,77360.26240242104,3.6260000000000003,3.003142857142857,63305.309655009914,689356.5857360264,1.0611581574813778,10.889396000000001,1.120519730473132,0.9463560334528076
11-9030,11-9030,U.S.,0.4,11,Management,False,Management & Business,79518,54594.63197191838,127908.28455025826,77030.38386734917,3.8577014355949912,2.8880283533260633,73313.65257833988,816798.48287647,1.25733530520688,11.141151124664994,1.1464253531940658,1.0555953803265632
11-9031,11-9031,U.S.,1.8,11,Management,False,Management & Business,55884,32930.62687021052,81578.80461354624,59279.30318738024,3.928235294117647,2.678857142857143,48648.17774333571,511933.5882982658,0.7880428134756958,10.523181176470588,1.0828361954674766,0.7418558343289526
11-9032,11-9032,U.S.,0.7,11,Management,False,Management & Business,75269,48428.20465931368,122073.5443186814,82608.20677838562,3.776875,3.018,73645.33965936772,839454.4130379908,1.2922106159004845,11.39860875,1.1729177636958634,0.9991902296561794
11-9033,11-9033,U.S.,0.3,11,Management,False,Management & Business,60978,31967.63192372502,96918.14119334737,58958.49818822745,3.6974074074074075,2.7142857142857144,64950.50926962235,651831.6268113311,1.0033942699723055,10.035820105820106,1.0326867018198607,0.8094782954998009
11-9039,11-9039,U.S.,1.9,11,Management,False,Management & Business,57247,35179.991603739916,87881.31336404725,57263.56381240937,3.8577014355949912,2.8880283533260633,52701.321760307335,587153.3902011797,0.9038320987962768,11.141151124664994,1.1464253531940658,0.759949555290057
11-9040,11-9040,U.S.,0.8,11,Management,False,Management & Business,72206,36675.402015499705,101510.91109996049,77218.084093611,3.8577014355949912,2.8880283533260633,64835.509084460784,722342.2049545676,1.1119344315282222,11.141151124664994,1.1464253531940658,0.9585291384574539
11-9041,11-9041,U.S.,0.8,11,Management,False,Management & Business,45670,25929.8733435323,65567.55498244087,44960.51792345937,3.346315789473684,2.992,39637.681638908565,396859.4781798213,0.6109039666237158,10.012176842105262,1.0302538080684291,0.6062657639718572
11-9041,11-9041,U.S.,0.8,11,Management,False,Management & Business,45670,25929.8733435323,65567.55498244087,44960.51792345937,3.346315789473684,2.883142857142857,39637.681638908565,382420.644987832,0.5886776095492663,9.647906466165413,0.9927703568772459,0.6062657639718572
11-9041,11-9041,U.S.,0.8,11,Management,False,Management & Business,45670,25929.8733435323,65567.55498244087,44960.51792345937,3.548888888888889,2.992,39637.681638908565,420883.8260253161,0.6478857453169554,10.618275555555556,1.0926214147782445,0.6062657639718572
11-9041,11-9041,U.S.,0.8,11,Management,False,Management & Business,45670,25929.8733435323,65567.55498244087,44960.51792345937,3.548888888888889,2.883142857142857,39637.681638908565,405570.92135422694,0.6243138899917301,10.23195365079365,1.0528688594850328,0.6062657639718572
11-9050,11-9050,U.S.,1.6,11,Management,False,Management & Business,53914,30697.486071420597,77352.93161511903,48532.85258837912,3.8577014355949912,2.8880283533260633,46655.44554369843,519795.3695909221,0.8001448134038307,11.141151124664994,1.1464253531940658,0.7157042347006505
11-9051,11-9051,U.S.,1.6,11,Management,False,Management & Business,67659,35624.698834607916,110198.60791839221,61003.17639077944,4.3246153846153845,2.632,74573.9090837843,848829.1449225392,1.3066415699514533,11.382387692307693,1.1712486155453719,0.898168060533652
11-9070,11-9070,U.S.,1.7,11,Management,False,Management & Business,115727,70279.66332141972,188423.5176495945,118330.52709031723,3.8577014355949912,2.8880283533260633,118143.85432817477,1316258.5355206016,2.026177034097467,11.141151124664994,1.1464253531940658,1.536267091464224
11-9071,11-9071,U.S.,2.2,11,Management,False,Management & Business,58728,40489.3650893904,89973.11295268507,53596.82360168341,4.254736842105263,2.613714285714286,49483.74786329467,550292.2554835256,0.8470900662850547,11.120666466165414,1.1443174801751415,0.7796097172441259
11-9072,11-9072,U.S.,2.0,11,Management,False,Management & Business,63476,42084.40955131154,94173.50325970592,60188.925555928516,3.8577014355949912,2.8880283533260633,52089.09370839438,580332.4649520582,0.8933323362358773,11.141151124664994,1.1464253531940658,0.8426390548254348
11-9080,11-9080,U.S.,2.7,11,Management,False,Management & Business,62298,33691.68591112658,91183.39547474266,67226.80318518536,3.8577014355949912,2.8880283533260633,57491.70956361608,640523.8246635945,0.9859876523515505,11.141151124664994,1.1464253531940658,0.8270011947431303
