soc_code,occupation_title,task_complexity_index,avg_skill_level,avg_task_importance
11-3051,U.S.,1.199232802258284,2.9894285714285713,3.8985185185185185
11-3051,U.S.,1.2764843466262554,3.182,3.8985185185185185
11-3051,U.S.,1.3083477432646768,3.2614285714285716,3.8985185185185185
11-3051,U.S.,1.3340459383962568,3.2714285714285714,3.9629411764705886
11-3051,U.S.,1.2986267274554306,3.1845714285714286,3.9629411764705886
11-3051,U.S.,1.3152877378650958,3.2254285714285715,3.9629411764705886
11-3051,U.S.,1.2190500134008764,2.9894285714285713,3.9629411764705886
11-3051,U.S.,1.2975781323946824,3.182,3.9629411764705886
11-3051,U.S.,1.32996806871557,3.2614285714285716,3.9629411764705886
11-3051,U.S.,1.3657570751239694,3.2714285714285714,4.057142857142857
11-3051,U.S.,1.3294959265791935,3.1845714285714286,4.057142857142857
11-3051,U.S.,1.3465529800065057,3.2254285714285715,4.057142857142857
11-3051,U.S.,1.2480276224473443,2.9894285714285713,4.057142857142857
11-3051,U.S.,1.3284224057341179,3.182,4.057142857142857
11-3051,U.S.,1.3615822718375645,3.2614285714285716,4.057142857142857
11-3051,U.S.,1.2983297799399396,3.2714285714285714,3.856842105263158
11-3051,U.S.,1.2638588408044165,3.1845714285714286,3.856842105263158
11-3051,U.S.,1.2800737891477711,3.2254285714285715,3.856842105263158
11-3051,U.S.,1.1864126189966453,2.9894285714285713,3.856842105263158
11-3051,U.S.,1.2628383195800095,3.182,3.856842105263158
11-3051,U.S.,1.294361086289468,3.2614285714285716,3.856842105263158
11-3051,U.S.,1.335674084775973,3.2714285714285714,3.967777777777778
11-3051,U.S.,1.3002116461932747,3.1845714285714286,3.967777777777778
11-3051,U.S.,1.3168929906581623,3.2254285714285715,3.967777777777778
11-3051,U.S.,1.2205378121406991,2.9894285714285713,3.967777777777778
11-3051,U.S.,1.299161771366813,3.182,3.967777777777778
11-3051,U.S.,1.3315912382286228,3.2614285714285716,3.967777777777778
11-3060,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-3061,U.S.,1.1749907409527114,2.8182857142857145,4.051666666666667
11-3070,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-3071,U.S.,1.0641201327522916,2.641714285714286,3.914615384615385
11-3071,U.S.,1.0979565289267643,2.725714285714286,3.914615384615385
11-3071,U.S.,0.9861181126721784,2.641714285714286,3.627666666666667
11-3071,U.S.,1.0174742369557195,2.725714285714286,3.627666666666667
11-3110,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-3111,U.S.,1.0051610662627914,2.520857142857143,3.875
11-3120,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-3121,U.S.,1.1037431319435165,2.7462857142857144,3.9057692307692307
11-3130,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-3131,U.S.,1.1373597403295874,2.79,3.9616666666666664
11-9000,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9010,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9013,U.S.,1.2206590023027668,3.0740000000000003,3.8590000000000004
11-9020,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9021,U.S.,1.120519730473132,3.003142857142857,3.6260000000000003
11-9030,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9031,U.S.,1.0828361954674766,2.678857142857143,3.928235294117647
11-9032,U.S.,1.1729177636958634,3.018,3.776875
11-9033,U.S.,1.0326867018198607,2.7142857142857144,3.6974074074074075
11-9039,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9040,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9041,U.S.,1.0302538080684291,2.992,3.346315789473684
11-9041,U.S.,0.9927703568772459,2.883142857142857,3.346315789473684
11-9041,U.S.,1.0926214147782445,2.992,3.548888888888889
11-9041,U.S.,1.0528688594850328,2.883142857142857,3.548888888888889
11-9050,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9051,U.S.,1.1712486155453719,2.632,4.3246153846153845
11-9070,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9071,U.S.,1.1443174801751415,2.613714285714286,4.254736842105263
11-9072,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9080,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9081,U.S.,1.20583927873668,2.829142857142857,4.142083333333333
11-9110,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9111,U.S.,1.187964089165331,2.903142857142857,3.9766666666666666
11-9120,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9121,U.S.,1.2650156698203352,3.2394285714285713,3.795
11-9121,U.S.,1.0040462173851823,2.571142857142857,3.795
11-9121,U.S.,1.1295659411943089,2.8925714285714283,3.795
11-9121,U.S.,1.3127435337553464,3.2394285714285713,3.9381818181818184
11-9121,U.S.,1.0419279467511342,2.571142857142857,3.9381818181818184
11-9121,U.S.,1.1721834129246007,2.8925714285714283,3.9381818181818184
11-9121,U.S.,1.1685859039108235,3.2394285714285713,3.505714285714286
11-9121,U.S.,0.9275096621356059,2.571142857142857,3.505714285714286
11-9121,U.S.,1.0434612534126988,2.8925714285714283,3.505714285714286
11-9130,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9131,U.S.,1.0691743585771318,2.517714285714286,4.1269230769230765
11-9140,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9141,U.S.,0.97198844848264,2.378,3.9722222222222223
11-9150,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9151,U.S.,1.1826222703352511,2.935142857142857,3.915625
11-9160,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9161,U.S.,1.20132755011983,3.028285714285714,3.8552173913043477
11-9170,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9171,U.S.,0.9940428786844672,2.428,3.978695652173913
11-9179,U.S.,1.010514185726767,2.5665714285714287,3.82625
11-9179,U.S.,1.0558483966638577,2.6817142857142855,3.82625
11-9179,U.S.,1.0779069505283514,2.5665714285714287,4.081428571428571
11-9179,U.S.,1.1262645705954697,2.6817142857142855,4.081428571428571
11-9190,U.S.,1.1464253531940658,2.8880283533260633,3.8577014355949912
11-9199,U.S.,0.9960466616434877,2.503142857142857,3.867037037037037
11-9199,U.S.,0.9877472202212784,2.482285714285714,3.867037037037037
11-9199,U.S.,1.0960947226235433,2.7545714285714284,3.867037037037037
11-9199,U.S.,1.225929819940843,3.080857142857143,3.867037037037037
11-9199,U.S.,1.0917744654448591,2.7437142857142858,3.867037037037037
11-9199,U.S.,1.1691980217260158,2.938285714285714,3.867037037037037
11-9199,U.S.,1.0173269124259525,2.503142857142857,3.9496551724137934
11-9199,U.S.,1.008850155822015,2.482285714285714,3.9496551724137934
11-9199,U.S.,1.119512471487114,2.7545714285714284,3.9496551724137934
11-9199,U.S.,1.2521214583596674,3.080857142857143,3.9496551724137934
11-9199,U.S.,1.1150999132549277,2.7437142857142858,3.9496551724137934
11-9199,U.S.,1.1941776015738494,2.938285714285714,3.9496551724137934
11-9199,U.S.,0.9787796904953722,2.503142857142857,3.8
11-9199,U.S.,0.9706241240753105,2.482285714285714,3.8
11-9199,U.S.,1.0770933678878991,2.7545714285714284,3.8
11-9199,U.S.,1.204677708322292,3.080857142857143,3.8
11-9199,U.S.,1.0728480045459492,2.7437142857142858,3.8
11-9199,U.S.,1.1489293844372113,2.938285714285714,3.8
11-9199,U.S.,1.0259478565011526,2.503142857142857,3.983125
11-9199,U.S.,1.017399266896703,2.482285714285714,3.983125
11-9199,U.S.,1.1289993476232865,2.7545714285714284,3.983125
11-9199,U.S.,1.2627320781476918,3.080857142857143,3.983125
11-9199,U.S.,1.1245493968702853,2.7437142857142858,3.983125
11-9199,U.S.,1.2042971985227546,2.938285714285714,3.983125
11-9199,U.S.,0.9583455180095918,2.503142857142857,3.720666666666667
11-9199,U.S.,0.9503602169235628,2.482285714285714,3.720666666666667
11-9199,U.S.,1.0546066817863797,2.7545714285714284,3.720666666666667
11-9199,U.S.,1.1795274193239846,3.080857142857143,3.720666666666667
11-9199,U.S.,1.0504499497142006,2.7437142857142858,3.720666666666667
11-9199,U.S.,1.1249429639551012,2.938285714285714,3.720666666666667
11-9199,U.S.,0.9326404190441031,2.503142857142857,3.6208695652173915
11-9199,U.S.,0.9248693026658108,2.482285714285714,3.6208695652173915
11-9199,U.S.,1.0263196301796824,2.7545714285714284,3.6208695652173915
11-9199,U.S.,1.1478896973579003,3.080857142857143,3.6208695652173915
11-9199,U.S.,1.0222743915170098,2.7437142857142858,3.6208695652173915
11-9199,U.S.,1.094769326498066,2.938285714285714,3.6208695652173915
13-0000,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1000,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1010,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1011,U.S.,0.8398318211156096,2.1931428571428575,3.7214285714285715
13-1020,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1020,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1030,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1031,U.S.,1.045969599609491,2.379714285714286,4.271481481481481
13-1032,U.S.,0.989781179155744,2.1719999999999997,4.428571428571429
13-1040,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1041,U.S.,0.954502915384695,2.1497142857142855,4.315
13-1041,U.S.,1.2162173644063095,2.7391428571428573,4.315
13-1041,U.S.,1.0896099867409816,2.454,4.315
13-1041,U.S.,1.1669952576586669,2.628285714285714,4.315
13-1041,U.S.,1.08605787594476,2.446,4.315
13-1041,U.S.,1.145175148481877,2.579142857142857,4.315
13-1041,U.S.,1.005247355330718,2.264,4.315
13-1041,U.S.,0.8756345489918246,2.1497142857142855,3.9584615384615387
13-1041,U.S.,1.115724138913427,2.7391428571428573,3.9584615384615387
13-1041,U.S.,0.9995780357909069,2.454,3.9584615384615387
13-1041,U.S.,1.070569140905874,2.628285714285714,3.9584615384615387
13-1041,U.S.,0.996319427687269,2.446,3.9584615384615387
13-1041,U.S.,1.0505519768406701,2.579142857142857,3.9584615384615387
13-1041,U.S.,0.922186093329508,2.264,3.9584615384615387
13-1041,U.S.,0.8968665220133262,2.1497142857142855,4.054444444444445
13-1041,U.S.,1.1427776909279317,2.7391428571428573,4.054444444444445
13-1041,U.S.,1.0238153319474295,2.454,4.054444444444445
13-1041,U.S.,1.0965277958533477,2.628285714285714,4.054444444444445
13-1041,U.S.,1.0204777106533873,2.446,4.054444444444445
13-1041,U.S.,1.0760252650470887,2.579142857142857,4.054444444444445
13-1041,U.S.,0.9445468262139283,2.264,4.054444444444445
13-1041,U.S.,0.8281603866970871,2.1497142857142855,3.743846153846154
13-1041,U.S.,1.0552330711410123,2.7391428571428573,3.743846153846154
13-1041,U.S.,0.9453840458986287,2.454,3.743846153846154
13-1041,U.S.,1.0125262356760374,2.628285714285714,3.743846153846154
13-1041,U.S.,0.9423021093186821,2.446,3.743846153846154
13-1041,U.S.,0.9935943395420795,2.579142857142857,3.743846153846154
13-1041,U.S.,0.8721880521248961,2.264,3.743846153846154
13-1041,U.S.,1.0158875177066538,2.1497142857142855,4.592499999999999
13-1041,U.S.,1.2944329654776303,2.7391428571428573,4.592499999999999
13-1041,U.S.,1.1596833984027712,2.454,4.592499999999999
13-1041,U.S.,1.2420453582381057,2.628285714285714,4.592499999999999
13-1041,U.S.,1.155902849426723,2.446,4.592499999999999
13-1041,U.S.,1.2188219859566674,2.579142857142857,4.592499999999999
13-1041,U.S.,1.0698953602216272,2.264,4.592499999999999
13-1041,U.S.,0.8403607359319712,2.1497142857142855,3.799
13-1041,U.S.,1.0707786251169338,2.7391428571428573,3.799
13-1041,U.S.,0.9593113185698701,2.454,3.799
13-1041,U.S.,1.0274426382028445,2.628285714285714,3.799
13-1041,U.S.,0.9561839793080287,2.446,3.799
13-1041,U.S.,1.0082318398801042,2.579142857142857,3.799
13-1041,U.S.,0.8850370111011351,2.264,3.799
13-1041,U.S.,0.8791486875441077,2.1497142857142855,3.9743478260869565
13-1041,U.S.,1.1202018165185221,2.7391428571428573,3.9743478260869565
13-1041,U.S.,1.003589590286595,2.454,3.9743478260869565
13-1041,U.S.,1.0748656003081136,2.628285714285714,3.9743478260869565
13-1041,U.S.,1.0003179045806894,2.446,3.9743478260869565
13-1041,U.S.,1.0547681024004067,2.579142857142857,3.9743478260869565
13-1041,U.S.,0.9258870547713329,2.264,3.9743478260869565
13-1050,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1051,U.S.,0.9653426619177434,2.4245714285714284,3.869285714285714
13-1070,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1071,U.S.,0.9073312114818991,2.1677142857142857,4.067692307692308
13-1074,U.S.,0.878024761181092,2.0185714285714287,4.227142857142857
13-1075,U.S.,0.9063874885082309,2.407142857142857,3.6592857142857143
13-1080,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1081,U.S.,1.0721016983220935,2.738857142857143,3.804090909090909
13-1081,U.S.,1.1966918602176504,3.057142857142857,3.804090909090909
13-1081,U.S.,1.0082408523235629,2.575714285714286,3.804090909090909
13-1081,U.S.,1.005094808410633,2.738857142857143,3.566333333333333
13-1081,U.S.,1.1218980231581237,3.057142857142857,3.566333333333333
13-1081,U.S.,0.9452252970813539,2.575714285714286,3.566333333333333
13-1081,U.S.,1.0607665676806035,2.738857142857143,3.7638709677419357
13-1081,U.S.,1.1840394611081217,3.057142857142857,3.7638709677419357
13-1081,U.S.,0.9975809104569833,2.575714285714286,3.7638709677419357
13-1082,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1110,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1111,U.S.,1.0946618595359978,2.6925714285714286,3.950909090909091
13-1120,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1121,U.S.,1.072111827966431,2.632,3.958571428571428
13-1130,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1131,U.S.,0.9565453244924795,2.4534285714285717,3.7889285714285714
13-1140,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1141,U.S.,0.8417126665962112,2.382285714285714,3.433636363636364
13-1150,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1151,U.S.,1.05800172785896,2.667142857142857,3.8549999999999995
13-1160,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1161,U.S.,1.0330213536559478,2.518,3.986923076923077
13-1161,U.S.,1.0431018978990445,2.5425714285714283,3.986923076923077
13-1161,U.S.,0.911032841498386,2.518,3.516111111111111
13-1161,U.S.,0.9199229838300393,2.5425714285714283,3.516111111111111
13-1190,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-1199,U.S.,1.1472217610929702,2.771714285714286,4.022380952380952
13-1199,U.S.,1.0282541194416428,2.4842857142857144,4.022380952380952
13-1199,U.S.,0.941334421018456,2.274285714285714,4.022380952380952
13-1199,U.S.,1.0935751888623886,2.771714285714286,3.834285714285714
13-1199,U.S.,0.9801707315903999,2.4842857142857144,3.834285714285714
13-1199,U.S.,0.8973155863668294,2.274285714285714,3.834285714285714
13-1199,U.S.,1.1275846390463924,2.771714285714286,3.9535294117647055
13-1199,U.S.,1.0106533797039876,2.4842857142857144,3.9535294117647055
13-1199,U.S.,0.9252214953931845,2.274285714285714,3.9535294117647055
13-2000,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-2010,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-2011,U.S.,1.025999255826614,2.404,4.1476
13-2020,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-2020,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-2030,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-2031,U.S.,0.9333186156314911,2.286,3.9676923076923076
13-2040,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-2041,U.S.,0.9006098398691568,2.1542857142857144,4.0627272727272725
13-2050,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-2051,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-2052,U.S.,0.9415133411593022,2.3857142857142857,3.8352380952380956
13-2053,U.S.,0.8978300027717782,2.078857142857143,4.197142857142857
13-2054,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-2060,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-2061,U.S.,1.0381888706740439,2.5745714285714287,3.918823529411765
13-2070,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-2071,U.S.,0.9425832767841642,2.1174285714285714,4.326086956521739
13-2072,U.S.,0.8810481335610907,2.146857142857143,3.988235294117647
13-2080,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-2081,U.S.,0.9030421228747593,2.081714285714286,4.215714285714286
13-2082,U.S.,0.8918822380896978,1.9462857142857144,4.453333333333333
13-2090,U.S.,1.01073067458581,2.4666715758468336,3.982065508548411
13-2099,U.S.,0.8866464579680918,2.6148571428571428,3.2952380952380955
13-2099,U.S.,0.7836629368994639,2.311142857142857,3.2952380952380955
13-2099,U.S.,1.1331314993054642,2.6148571428571428,4.211304347826087
13-2099,U.S.,1.0015188699608717,2.311142857142857,4.211304347826087
15-0000,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-1200,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-1210,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-1211,U.S.,1.138927082290672,3.1677142857142857,3.494090909090909
15-1211,U.S.,1.0924947704664287,3.0385714285714283,3.494090909090909
15-1211,U.S.,1.2976965453114264,3.1677142857142857,3.9811764705882355
15-1211,U.S.,1.244791445782179,3.0385714285714283,3.9811764705882355
15-1212,U.S.,1.1050593113572356,2.6534285714285715,4.047272727272728
15-1220,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-1221,U.S.,1.1893796806796846,3.3322857142857143,3.4686666666666666
15-1230,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-1231,U.S.,1.0953092038427898,2.803142857142857,3.7973076923076925
15-1232,U.S.,0.9562472371328249,2.6785714285714284,3.469375
15-1240,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-1241,U.S.,1.1990000025800749,3.2391428571428573,3.5972727272727276
15-1241,U.S.,1.076106997111428,2.907142857142857,3.5972727272727276
15-1241,U.S.,1.2886202473249357,3.2391428571428573,3.866153846153846
15-1241,U.S.,1.156541502737163,2.907142857142857,3.866153846153846
15-1242,U.S.,0.9784711862525177,2.818857142857143,3.373333333333333
15-1243,U.S.,1.075464912365979,2.7602857142857142,3.7864
15-1243,U.S.,1.007336920815624,2.5854285714285714,3.7864
15-1243,U.S.,1.0905313181329201,2.7602857142857142,3.839444444444444
15-1243,U.S.,1.0214489077512467,2.5854285714285714,3.839444444444444
15-1244,U.S.,1.2553374762016611,3.4148571428571426,3.5725000000000002
15-1250,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-1251,U.S.,0.9700878676531695,2.6034285714285716,3.621176470588235
15-1252,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-1253,U.S.,1.094505400927985,2.7060000000000004,3.9307407407407404
15-1254,U.S.,1.002213599609212,2.682285714285714,3.6311111111111107
15-1255,U.S.,1.0472031361083087,2.5854285714285714,3.93625
15-1290,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-1299,U.S.,1.0917719090428468,2.721714285714286,3.898285714285714
15-1299,U.S.,0.8610626026284806,2.1465714285714284,3.898285714285714
15-1299,U.S.,0.9259316872934242,2.3082857142857143,3.898285714285714
15-1299,U.S.,1.2416813838515854,3.0954285714285716,3.898285714285714
15-1299,U.S.,1.1344067138049652,2.8280000000000003,3.898285714285714
15-1299,U.S.,1.0734015165201354,2.721714285714286,3.832692307692308
15-1299,U.S.,0.8465741752693446,2.1465714285714284,3.832692307692308
15-1299,U.S.,0.9103517585519812,2.3082857142857143,3.832692307692308
15-1299,U.S.,1.2207885817740025,3.0954285714285716,3.832692307692308
15-1299,U.S.,1.1153189387482996,2.8280000000000003,3.832692307692308
15-1299,U.S.,1.073499866972139,2.721714285714286,3.8330434782608696
15-1299,U.S.,0.8466517426581649,2.1465714285714284,3.8330434782608696
15-1299,U.S.,0.9104351695641306,2.3082857142857143,3.8330434782608696
15-1299,U.S.,1.2209004365710845,3.0954285714285716,3.8330434782608696
15-1299,U.S.,1.1154211298856005,2.8280000000000003,3.8330434782608696
15-1299,U.S.,1.0411402265855865,2.721714285714286,3.7175000000000002
15-1299,U.S.,0.821130224893713,2.1465714285714284,3.7175000000000002
15-1299,U.S.,0.8829909605904842,2.3082857142857143,3.7175000000000002
15-1299,U.S.,1.1840975451215876,3.0954285714285716,3.7175000000000002
15-1299,U.S.,1.0817978125912382,2.8280000000000003,3.7175000000000002
15-1299,U.S.,1.1357287180456468,2.721714285714286,4.055238095238095
15-1299,U.S.,0.8957306171191417,2.1465714285714284,4.055238095238095
15-1299,U.S.,0.9632114542400566,2.3082857142857143,4.055238095238095
15-1299,U.S.,1.2916738328056412,3.0954285714285716,4.055238095238095
15-1299,U.S.,1.1800800809590397,2.8280000000000003,4.055238095238095
15-2000,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-2010,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-2011,U.S.,1.0236782298395026,2.8028571428571425,3.5493333333333337
15-2020,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-2021,U.S.,1.0369976697791112,2.588857142857143,3.8927272727272726
15-2030,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-2031,U.S.,1.1268337105729087,2.642857142857143,4.143529411764706
15-2040,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-2041,U.S.,1.0519848197013972,2.503142857142857,4.084210526315789
15-2041,U.S.,1.2038808129581338,2.8645714285714288,4.084210526315789
15-2041,U.S.,1.0254520273158358,2.503142857142857,3.9812
15-2041,U.S.,1.1735169530725456,2.8645714285714288,3.9812
15-2050,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-2051,U.S.,0.9261680723736242,2.411142857142857,3.732941176470588
15-2051,U.S.,1.0536958955870561,2.7431428571428573,3.732941176470588
15-2051,U.S.,0.9250839082260526,2.411142857142857,3.7285714285714286
15-2051,U.S.,1.0524624484984397,2.7431428571428573,3.7285714285714286
15-2090,U.S.,1.0691165475696458,2.7253801452784505,3.812257672708195
15-2099,U.S.,0.9484623247348053,2.544,3.6231578947368424
17-0000,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-1000,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-1010,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-1011,U.S.,1.1731369592434142,3.0534285714285714,3.73375
17-1012,U.S.,1.0757501891463386,2.7465714285714284,3.8063157894736848
17-1020,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-1021,U.S.,0.9088761374672956,2.1917142857142857,4.03
17-1022,U.S.,1.1276271566680978,2.724857142857143,4.0216666666666665
17-1022,U.S.,1.176577313201661,2.8431428571428574,4.0216666666666665
17-1022,U.S.,1.1604559207609009,2.724857142857143,4.13875
17-1022,U.S.,1.2108311699162972,2.8431428571428574,4.13875
17-2000,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2010,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2011,U.S.,1.130707754093144,3.0965714285714285,3.5485714285714285
17-2020,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2021,U.S.,1.1307865461551692,3.0422857142857143,3.612142857142857
17-2030,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2031,U.S.,1.2821475533065543,3.5634285714285716,3.496666666666667
17-2040,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2041,U.S.,1.3925488542144582,3.3465714285714285,4.043846153846154
17-2050,U.S.,1.1643862390191178,3.0915762224352825,3.6601711128870114
17-2051,U.S.,1.153386868946143,3.121142857142857,3.59125
17-2051,U.S.,1.1191780310169461,3.0285714285714285,3.59125
17-2051,U.S.,1.1770374235638599,3.185142857142857,3.59125
