soc_code,occupation_title,job_complexity_index,job_price_index,annual_mean_wage,employment
11-9050,U.S.,0.8001448134038307,0.7157042347006505,53914,1.6
11-9051,U.S.,1.3066415699514533,0.898168060533652,67659,1.6
11-9070,U.S.,2.026177034097467,1.536267091464224,115727,1.7
11-9071,U.S.,0.8470900662850547,0.7796097172441259,58728,2.2
11-9072,U.S.,0.8933323362358773,0.8426390548254348,63476,2.0
11-9080,U.S.,0.9859876523515505,0.8270011947431303,62298,2.7
11-9081,U.S.,0.6280143424925481,0.6423470065047125,48388,2.7
11-9110,U.S.,0.6929633182701649,0.48076463560334526,36216,0.5
11-9111,U.S.,1.5682123330033666,1.0783087747245452,81229,0.5
11-9120,U.S.,1.3717548268148314,0.9487720695606,71471,1.6
11-9121,U.S.,0.4909834402260836,0.40925262179742466,30829,1.6
11-9121,U.S.,0.3896948296520133,0.40925262179742466,30829,1.6
11-9121,U.S.,0.43841209638815226,0.40925262179742466,30829,1.6
11-9121,U.S.,0.5095077884918899,0.40925262179742466,30829,1.6
11-9121,U.S.,0.4043976529051435,0.40925262179742466,30829,1.6
11-9121,U.S.,0.4549529767764944,0.40925262179742466,30829,1.6
11-9121,U.S.,0.45355669577067914,0.40925262179742466,30829,1.6
11-9121,U.S.,0.359989125528342,0.40925262179742466,30829,1.6
11-9121,U.S.,0.40499276662395095,0.40925262179742466,30829,1.6
11-9130,U.S.,0.9584743577741854,1.0469799548652596,78869,0.0
11-9131,U.S.,1.5969868390378625,1.2309172972255409,92725,0.0
11-9140,U.S.,0.635000122671791,0.5525421478826497,41623,1.8
11-9141,U.S.,1.3100592560276045,1.5343953272268684,115586,1.8
11-9150,U.S.,0.8660879574854295,1.0059869905748042,75781,1.1
11-9151,U.S.,1.2309494913141439,1.1989114562591265,90314,1.1
11-9160,U.S.,2.1387805187787947,1.5927917164476304,119985,1.3
11-9161,U.S.,1.5281987399663988,1.0710739413248374,80684,1.3
11-9170,U.S.,0.5053014955586413,0.4872029735829019,36701,2.8
11-9171,U.S.,0.8442988171744139,1.036187441922209,78056,1.9
11-9179,U.S.,0.6990173174739086,0.9928448161423071,74791,5.5
11-9179,U.S.,0.7303769945241128,0.9928448161423071,74791,5.5
11-9179,U.S.,0.7456358710124447,0.9928448161423071,74791,5.5
11-9179,U.S.,0.7790869737640884,0.9928448161423071,74791,5.5
11-9190,U.S.,1.0804632692172327,0.8227266693216514,61976,0.5
11-9199,U.S.,0.8755489935132333,0.6460507102084163,48667,0.5
11-9199,U.S.,0.868253584709847,0.6460507102084163,48667,0.5
11-9199,U.S.,0.9634936475814497,0.6460507102084163,48667,0.5
11-9199,U.S.,1.07762182365634,0.6460507102084163,48667,0.5
11-9199,U.S.,0.9596960375194132,0.6460507102084163,48667,0.5
11-9199,U.S.,1.0277532073153852,0.6460507102084163,48667,0.5
11-9199,U.S.,0.8942548462325762,0.6460507102084163,48667,0.5
11-9199,U.S.,0.8868035731159253,0.6460507102084163,48667,0.5
11-9199,U.S.,0.984078412570285,0.6460507102084163,48667,0.5
11-9199,U.S.,1.1006449043403572,0.6460507102084163,48667,0.5
11-9199,U.S.,0.9801996676602477,0.6460507102084163,48667,0.5
11-9199,U.S.,1.0497108593374973,0.6460507102084163,48667,0.5
11-9199,U.S.,0.8603709102045564,0.6460507102084163,48667,0.5
11-9199,U.S.,0.8532019709915746,0.6460507102084163,48667,0.5
11-9199,U.S.,0.9467909993473493,0.6460507102084163,48667,0.5
11-9199,U.S.,1.058940705939474,0.6460507102084163,48667,0.5
11-9199,U.S.,0.9430592227707287,0.6460507102084163,48667,0.5
11-9199,U.S.,1.0099365872096402,0.6460507102084163,48667,0.5
11-9199,U.S.,0.9018328636075063,0.6460507102084163,48667,0.5
11-9199,U.S.,0.894318447554162,0.6460507102084163,48667,0.5
11-9199,U.S.,0.9924176050724764,0.6460507102084163,48667,0.5
11-9199,U.S.,1.1099718945645176,0.6460507102084163,48667,0.5
11-9199,U.S.,0.9885059912364892,0.6460507102084163,48667,0.5
11-9199,U.S.,1.058606228665631,0.6460507102084163,48667,0.5
11-9199,U.S.,0.8424087806757246,0.6460507102084163,48667,0.5
11-9199,U.S.,0.8353895087901716,0.6460507102084163,48667,0.5
11-9199,U.S.,0.9270246609399222,0.6460507102084163,48667,0.5
11-9199,U.S.,1.0368329964645973,0.6460507102084163,48667,0.5
11-9199,U.S.,0.9233707933830593,0.6460507102084163,48667,0.5
11-9199,U.S.,0.9888519461784214,0.6460507102084163,48667,0.5
11-9199,U.S.,0.8198133798837011,0.6460507102084163,48667,0.5
11-9199,U.S.,0.8129823815123379,0.6460507102084163,48667,0.5
11-9199,U.S.,0.902159661620678,0.6460507102084163,48667,0.5
11-9199,U.S.,1.009022677238437,0.6460507102084163,48667,0.5
11-9199,U.S.,0.8986037994547632,0.6460507102084163,48667,0.5
11-9199,U.S.,0.9623285924807647,0.6460507102084163,48667,0.5
13-0000,U.S.,1.9656589277946503,1.4381388557015797,108335,0.2
13-1000,U.S.,1.614472079459366,1.3362538165405549,100660,0.3
13-1010,U.S.,0.8927722886859139,0.9713659896455595,73173,6.7
13-1011,U.S.,0.7134818405940901,0.6267622461170849,47214,6.7
13-1020,U.S.,0.41926587488121425,0.4118412319129165,31024,0.6
13-1020,U.S.,0.41729973405936605,0.45940528341962034,34607,0.6
13-1030,U.S.,0.8531938687522281,0.6485862206292314,48858,1.2
13-1031,U.S.,1.2856176837846762,1.0352714721890348,77987,1.2
13-1032,U.S.,1.156203678835455,1.455728129563255,109660,7.5
13-1040,U.S.,2.000985997737793,1.4755741404486924,111155,0.7
13-1041,U.S.,0.5283315638194286,0.4762378866321519,35875,0.7
13-1041,U.S.,0.673194404882624,0.4762378866321519,35875,0.7
13-1041,U.S.,0.6031153378050336,0.4762378866321519,35875,0.7
13-1041,U.S.,0.6459492365197931,0.4762378866321519,35875,0.7
13-1041,U.S.,0.6011491916345201,0.4762378866321519,35875,0.7
13-1041,U.S.,0.6338714814723527,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5564193662553365,0.4762378866321519,35875,0.7
13-1041,U.S.,0.48467674969512065,0.4762378866321519,35875,0.7
13-1041,U.S.,0.6175699095331104,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5532813135475002,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5925759463643561,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5514776254837758,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5814961482586197,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5104437220340425,0.4762378866321519,35875,0.7
13-1041,U.S.,0.4964289626308986,0.4762378866321519,35875,0.7
13-1041,U.S.,0.6325444530492327,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5666970175487492,0.4762378866321519,35875,0.7
13-1041,U.S.,0.6069444480650766,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5648495945086556,0.4762378866321519,35875,0.7
13-1041,U.S.,0.595595992247358,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5228207203465233,0.4762378866321519,35875,0.7
13-1041,U.S.,0.4583990945911683,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5840872035945682,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5232841338973345,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5604483348144813,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5215782361503181,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5499692486542367,0.4762378866321519,35875,0.7
13-1041,U.S.,0.4827690624056909,0.4762378866321519,35875,0.7
13-1041,U.S.,0.56230885442427,0.4762378866321519,35875,0.7
13-1041,U.S.,0.7164879036902548,0.4762378866321519,35875,0.7
13-1041,U.S.,0.6419020136430165,0.4762378866321519,35875,0.7
13-1041,U.S.,0.6874905837119697,0.4762378866321519,35875,0.7
13-1041,U.S.,0.6398094235414908,0.4762378866321519,35875,0.7
13-1041,U.S.,0.6746361016597403,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5922029987317805,0.4762378866321519,35875,0.7
13-1041,U.S.,0.46515216939745274,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5926918989916774,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5309930865171083,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5687047855246103,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5292620577102065,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5580713228536426,0.4762378866321519,35875,0.7
13-1041,U.S.,0.48988115235319196,0.4762378866321519,35875,0.7
13-1041,U.S.,0.48662187766370046,0.4762378866321519,35875,0.7
13-1041,U.S.,0.6200483707020067,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5555017686408193,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5949541005619858,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5536908419296838,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5838298364792963,0.4762378866321519,35875,0.7
13-1041,U.S.,0.5124922592513508,0.4762378866321519,35875,0.7
13-1050,U.S.,1.2720861689226046,1.12847471127041,85008,1.1
13-1051,U.S.,1.1115623163866988,1.2652196999867251,95309,1.1
13-1070,U.S.,0.887751266251789,0.9165803796628169,69046,0.5
13-1071,U.S.,1.3985270173627633,1.4534315677684853,109487,0.6
13-1074,U.S.,0.5436766406027007,0.7287269348201247,54895,28.3
13-1075,U.S.,0.6542045896960722,0.5485331209345546,41321,1.5
13-1080,U.S.,1.9433915128884804,1.434581176158237,108067,0.4
13-1081,U.S.,1.2261199520333865,1.0650073012080181,80227,1.0
13-1081,U.S.,1.3686087509657037,1.0650073012080181,80227,1.0
13-1081,U.S.,1.1530848495285813,1.0650073012080181,80227,1.0
13-1081,U.S.,1.149486844584038,1.0650073012080181,80227,1.0
13-1081,U.S.,1.2830700226423124,1.0650073012080181,80227,1.0
13-1081,U.S.,1.0810164723477054,1.0650073012080181,80227,1.0
13-1081,U.S.,1.2131564152157626,1.0650073012080181,80227,1.0
13-1081,U.S.,1.3541387067398976,1.0650073012080181,80227,1.0
13-1081,U.S.,1.1408934991831943,1.0650073012080181,80227,1.0
13-1082,U.S.,0.4790657452489845,0.41606265763971856,31342,0.5
13-1110,U.S.,0.8539073368544929,0.6683127572016461,50344,1.2
13-1111,U.S.,0.6449643458495996,0.5230452674897119,39401,1.2
13-1120,U.S.,1.425539530285574,1.1546926855170583,86983,1.6
13-1121,U.S.,1.2891172890729625,1.270489844683393,95706,1.6
13-1130,U.S.,1.2306159662434706,1.2591132350988983,94849,2.0
13-1131,U.S.,1.6844348869851993,1.3399707951679278,100940,2.0
13-1140,U.S.,1.4488910962793355,1.0455462631089871,78761,2.7
13-1141,U.S.,0.8255440640058781,1.0989114562591265,82781,2.7
13-1150,U.S.,1.8524161678941518,1.4701314217443249,110745,0.8
13-1151,U.S.,1.3989005088425839,1.4836585689632285,111764,0.8
13-1160,U.S.,1.6571576670796702,1.5429709279171644,116232,0.7
13-1161,U.S.,0.5936705182811867,0.4759723881587681,35855,0.7
13-1161,U.S.,0.5994637401774969,0.4759723881587681,35855,0.7
13-1161,U.S.,0.5235645296870237,0.4759723881587681,35855,0.7
13-1161,U.S.,0.5286736355026467,0.4759723881587681,35855,0.7
13-1190,U.S.,0.50419587155767,0.4089871233240409,30809,0.6
13-1199,U.S.,0.9846598244504706,0.7112704101951414,53580,0.6
13-1199,U.S.,0.8825499611995509,0.7112704101951414,53580,0.6
13-1199,U.S.,0.8079468304943558,0.7112704101951414,53580,0.6
13-1199,U.S.,0.9386150001746407,0.7112704101951414,53580,0.6
13-1199,U.S.,0.8412800151034433,0.7112704101951414,53580,0.6
13-1199,U.S.,0.7701654882373095,0.7112704101951414,53580,0.6
13-1199,U.S.,0.9678052930923188,0.7112704101951414,53580,0.6
13-1199,U.S.,0.8674432556888684,0.7112704101951414,53580,0.6
13-1199,U.S.,0.7941171150412181,0.7112704101951414,53580,0.6
13-2000,U.S.,0.5452957767647282,0.501194743130227,37755,0.4
13-2010,U.S.,1.4819485460673993,1.541603610779238,116129,0.7
13-2011,U.S.,0.8442676448627232,0.8580910659763706,64640,0.7
13-2020,U.S.,1.1918840862806686,1.1739811496083898,88436,2.7
13-2020,U.S.,1.3841744472773494,1.0334793574936945,77852,2.7
13-2030,U.S.,1.6786428053641875,1.3365856896322845,100685,1.1
13-2031,U.S.,0.9862960438851973,0.8791583698393735,66227,1.1
13-2040,U.S.,1.074215020829444,1.0227930439399973,77047,1.7
13-2041,U.S.,0.9320319220589779,0.9565511748307447,72057,1.7
13-2050,U.S.,1.4348286981295462,1.577645028541086,118844,0.8
13-2051,U.S.,0.4154938102336456,0.4032523562989513,30377,1.1
13-2052,U.S.,1.07530563973776,1.1136997212266029,83895,1.6
13-2053,U.S.,1.7267642473519755,1.4342493030665073,108042,2.4
13-2054,U.S.,2.0206862471077374,1.4762644364794903,111207,1.8
13-2060,U.S.,0.7903434121155658,0.6768219832735962,50985,1.8
13-2061,U.S.,0.788246649510815,0.6769016328156113,50991,1.8
13-2070,U.S.,1.452391273029888,1.3704500199123855,103236,1.0
13-2071,U.S.,0.503698484355603,0.6738882251427054,50764,2.8
13-2072,U.S.,1.3432349773765786,1.534514801539891,115595,1.1
13-2080,U.S.,1.708009638615367,1.315810434090004,99120,1.9
13-2081,U.S.,0.6182406636977478,0.6404619673436878,48246,0.8
13-2082,U.S.,0.926985108321349,0.772945705562193,58226,3.1
13-2090,U.S.,0.4777264418091918,0.5821186778176025,43851,1.3
13-2099,U.S.,1.53993302990884,1.471458914111244,110845,1.3
13-2099,U.S.,1.3610706161421118,1.471458914111244,110845,1.3
13-2099,U.S.,1.9680297680424577,1.471458914111244,110845,1.3
13-2099,U.S.,1.7394441426677705,1.471458914111244,110845,1.3
15-0000,U.S.,0.9203639023464432,0.6007433957254745,45254,0.4
15-1200,U.S.,0.5162937335397795,0.44624983406345414,33616,0.4
15-1210,U.S.,1.2811424133683254,1.1157706093189965,84051,0.9
15-1211,U.S.,1.9987116027974559,1.499442453205894,112953,0.9
15-1211,U.S.,1.9172271936277572,1.499442453205894,112953,0.9
15-1211,U.S.,2.277337313647411,1.499442453205894,112953,0.9
15-1211,U.S.,2.1844937612194655,1.499442453205894,112953,0.9
15-1212,U.S.,0.9061773867505029,1.0011681932828886,75418,2.1
15-1220,U.S.,1.5516991859677725,1.270768618080446,95727,3.5
15-1221,U.S.,0.8947846110577969,0.9995221027479092,75294,3.5
15-1230,U.S.,0.96165310154526,0.7319792911190761,55140,0.7
15-1231,U.S.,0.9415747706349842,0.9473516527279968,71364,2.3
15-1232,U.S.,1.5857910670947002,1.3865392273994424,104448,0.9
15-1240,U.S.,1.30647463102225,1.3906810035842294,104760,1.2
15-1241,U.S.,1.8414241479153521,1.5507102084163016,116815,1.5
15-1241,U.S.,1.6526850758612246,1.5507102084163016,116815,1.5
15-1241,U.S.,1.9790629156052204,1.5507102084163016,116815,1.5
15-1241,U.S.,1.776216385841326,1.5507102084163016,116815,1.5
15-1242,U.S.,0.8168486625766841,0.7879330943847073,59355,3.4
15-1243,U.S.,1.3264235825408495,1.044417894597106,78676,2.7
15-1243,U.S.,1.2423979917619445,1.044417894597106,78676,2.7
15-1243,U.S.,1.3450057191439257,1.044417894597106,78676,2.7
15-1243,U.S.,1.2598029968464326,1.044417894597106,78676,2.7
15-1244,U.S.,0.9446758391744249,0.7571750962431966,57038,1.1
15-1250,U.S.,0.5333643420929455,0.5849727864064782,44066,0.6
15-1251,U.S.,0.4645827685689164,0.5024425859551308,37849,2.5
15-1252,U.S.,0.8349520114169584,0.7497145891411124,56476,0.7
15-1253,U.S.,1.2580394293115185,1.3934421877074208,104968,1.7
15-1254,U.S.,0.7768992600087152,0.5850524359484933,44072,2.6
15-1255,U.S.,1.2315912373547293,1.2143103677153857,91474,3.1
15-1290,U.S.,0.6168519204439143,0.45389619009690696,34192,1.0
15-1299,U.S.,1.9985675551963666,1.5151466879065445,114136,1.0
15-1299,U.S.,1.5762374598142244,1.5151466879065445,114136,1.0
15-1299,U.S.,1.6949850176812349,1.5151466879065445,114136,1.0
15-1299,U.S.,2.2729877065922146,1.5151466879065445,114136,1.0
15-1299,U.S.,2.076613653299773,1.5151466879065445,114136,1.0
15-1299,U.S.,1.9649392211386603,1.5151466879065445,114136,1.0
15-1299,U.S.,1.5497153441543934,1.5151466879065445,114136,1.0
15-1299,U.S.,1.6664648296849918,1.5151466879065445,114136,1.0
15-1299,U.S.,2.2347419191493008,1.5151466879065445,114136,1.0
15-1299,U.S.,2.0416720985545305,1.5151466879065445,114136,1.0
15-1299,U.S.,1.9651192587644541,1.5151466879065445,114136,1.0
15-1299,U.S.,1.549857336877739,1.5151466879065445,114136,1.0
15-1299,U.S.,1.6666175195840882,1.5151466879065445,114136,1.0
15-1299,U.S.,2.2349466774568647,1.5151466879065445,114136,1.0
15-1299,U.S.,2.0418591668329378,1.5151466879065445,114136,1.0
15-1299,U.S.,1.90588259326801,1.5151466879065445,114136,1.0
15-1299,U.S.,1.5031383501178415,1.5151466879065445,114136,1.0
15-1299,U.S.,1.6163789073076056,1.5151466879065445,114136,1.0
15-1299,U.S.,2.1675763190705037,1.5151466879065445,114136,1.0
15-1299,U.S.,1.980309249230187,1.5151466879065445,114136,1.0
15-1299,U.S.,2.079033677813478,1.5151466879065445,114136,1.0
15-1299,U.S.,1.63969977130093,1.5151466879065445,114136,1.0
15-1299,U.S.,1.7632283312046069,1.5151466879065445,114136,1.0
15-1299,U.S.,2.3645025052940603,1.5151466879065445,114136,1.0
15-1299,U.S.,2.1602220599409834,1.5151466879065445,114136,1.0
15-2000,U.S.,0.6795774487998656,0.7437939731846542,56030,1.0
15-2010,U.S.,0.42653652256858055,0.41500066374618344,31262,3.6
15-2011,U.S.,1.3190071370506289,1.0074339572547457,75890,3.6
15-2020,U.S.,0.6969516024095771,0.590720828355237,44499,2.8
15-2021,U.S.,1.4175426274610199,1.3569626974644895,102220,2.8
15-2030,U.S.,0.9451688066552513,1.185092260719501,89273,1.5
15-2031,U.S.,0.8217339033739377,0.6348466746316209,47823,1.5
15-2040,U.S.,1.2766713232634663,0.9583167396787469,72190,3.2
15-2041,U.S.,1.245320593423312,1.0801274392672242,81366,3.2
15-2041,U.S.,1.4251323216142138,1.0801274392672242,81366,3.2
15-2041,U.S.,1.2139115539201148,1.0801274392672242,81366,3.2
15-2041,U.S.,1.3891881337293772,1.0801274392672242,81366,3.2
15-2050,U.S.,0.7696891527028692,0.7189433160759325,54158,1.7
15-2051,U.S.,1.0011719630380886,0.9961900969069428,75043,1.7
15-2051,U.S.,1.1390273749411886,0.9961900969069428,75043,1.7
15-2051,U.S.,1.0,0.9961900969069428,75043,1.7
15-2051,U.S.,1.1376940395781492,0.9961900969069428,75043,1.7
15-2090,U.S.,1.5688252875396071,1.2090269480950484,91076,6.5
15-2099,U.S.,0.4308487681031586,0.41886366653391743,31553,6.5
17-0000,U.S.,0.46897844239766834,0.42340369042878,31895,0.4
17-1000,U.S.,1.5273662530912238,1.5148944643568298,114117,1.6
17-1010,U.S.,0.474479151692095,0.41373954599761054,31167,1.8
17-1011,U.S.,1.2440980982435266,1.1568033983804593,87142,1.9
17-1012,U.S.,0.8281702659019522,0.6782556750298686,51093,11.3
17-1020,U.S.,0.5135203667395336,0.6256869772998805,47133,2.4
17-1021,U.S.,1.2721106575524523,1.3089074737820257,98600,4.0
17-1022,U.S.,2.359092187545852,1.5763706358688439,118748,2.7
17-1022,U.S.,2.46150008999358,1.5763706358688439,118748,2.7
17-1022,U.S.,2.4277727620071436,1.5763706358688439,118748,2.7
17-1022,U.S.,2.5331620797664973,1.5763706358688439,118748,2.7
17-2000,U.S.,2.035055905399087,1.47217575998938,110899,0.4
17-2010,U.S.,0.716223625077819,0.7166467542811629,53985,2.3
17-2011,U.S.,0.5636672367048297,0.43893535112173104,33065,2.3
17-2020,U.S.,0.8190338598968916,0.9530864197530864,71796,33.6
17-2021,U.S.,1.4792771661403976,1.1143900172574008,83947,33.6
17-2030,U.S.,0.9626405246451487,0.9548254347537501,71927,4.0
17-2031,U.S.,1.161229264177981,0.7156776848533121,53912,4.0
17-2040,U.S.,0.6956137592167942,0.6165936545864861,46448,3.7
17-2041,U.S.,0.821667001569206,0.6677950351785478,50305,3.7
17-2050,U.S.,1.000125927924316,0.8934156378600823,67301,1.1
17-2051,U.S.,1.6847016286907945,1.289180937209611,97114,1.1
17-2051,U.S.,1.634734279029881,1.289180937209611,97114,1.1
17-2051,U.S.,1.7192469568514257,1.289180937209611,97114,1.1
17-2051,U.S.,1.717494423251779,1.289180937209611,97114,1.1
17-2051,U.S.,1.6665544568353035,1.289180937209611,97114,1.1
